src|match|phone match|stress match|syl match|freq|row|col|ref|pred
INTRODUCING|True|True|True|True|30|22|14|2 i n - 0 t r @ - 1 d y uu s - 0 i ng|2 i n - 0 t r @ - 1 d y uu s - 0 i ng
A|True|True|True|True|124956|22|15|1 ei|1 ei
TAME|True|True|True|True|37|22|16|1 t ei m|1 t ei m
HARD|True|True|True|True|1591|22|17|1 h aa d|1 h aa d
ROCK|True|True|True|True|573|22|18|1 r o k|1 r o k
SOUND|True|True|True|True|1277|22|19|1 s ow n d|1 s ow n d
FOR|True|True|True|True|44394|22|20|0 f @|0 f @
LATER|True|True|True|True|1052|22|21|1 l ei t - 0 @|1 l ei t - 0 @
ALBUMS|True|True|True|True|9|22|22|1 a lw - 0 b @ m z|1 a lw - 0 b @ m z
PALMER|True|True|True|True|25|23|1|1 p aa - 0 m @|1 p aa - 0 m @
WASN'T|True|True|True|True|466|23|2|1 w o z - 0 n! t|1 w o z - 0 n! t
INTERESTED|True|True|True|True|342|23|3|1 i n - 0 t r @ s t - 0 i d|1 i n - 0 t r @ s t - 0 i d
IN|True|True|True|True|96089|23|4|1 i n|1 i n
A|True|True|True|True|124956|23|5|1 ei|1 ei
SIMPLE|True|True|True|True|719|23|6|1 s i m - 0 p l!|1 s i m - 0 p l!
COMPILATION|True|True|True|True|3|23|7|2 k o m - 0 p i l - 1 ei - 0 sh n!|2 k o m - 0 p i l - 1 ei - 0 sh n!
PREFERRING|True|True|True|True|19|23|8|0 p r i - 1 f @@r r - 0 i ng|0 p r i - 1 f @@r r - 0 i ng
INSTEAD|True|True|True|True|951|23|9|0 i n - 1 s t e d|0 i n - 1 s t e d
A|True|True|True|True|124956|23|10|1 ei|1 ei
AND|True|True|True|True|195893|23|12|1 a n d|1 a n d
A|True|True|True|True|124956|23|13|1 ei|1 ei
FRESH|True|True|True|True|683|23|14|1 f r e sh|1 f r e sh
APPROACH|True|True|True|True|267|23|15|0 @ - 1 p r ou ch|0 @ - 1 p r ou ch
THE|True|True|True|True|345973|24|1|0 dh @|0 dh @
HEAVY|True|True|True|True|984|24|2|1 h e - 0 v iy|1 h e - 0 v iy
DEFEAT|True|True|True|True|94|24|3|0 d i - 1 f ii t|0 d i - 1 f ii t
FOR|True|True|True|True|44394|24|4|0 f @|0 f @
THE|True|True|True|True|345973|24|5|0 dh @|0 dh @
NATIONAL|True|True|True|True|340|24|6|1 n a sh - 0 n l!|1 n a sh - 0 n l!
GOVERNMENT|True|True|True|True|932|24|7|1 g uh - 0 v @ - 0 m @ n t|1 g uh - 0 v @ - 0 m @ n t
CANDIDATE|True|True|True|True|59|24|8|1 k a n - 0 d i - 0 d @ t|1 k a n - 0 d i - 0 d @ t
A|True|True|True|True|124956|24|9|1 ei|1 ei
STRONG|True|True|True|True|1355|24|10|1 s t r o ng|1 s t r o ng
SUPPORTER|True|True|True|True|5|24|11|0 s @ - 1 p oo t - 0 @|0 s @ - 1 p oo t - 0 @
OF|True|True|True|True|172137|24|12|1 o v|1 o v
HELPED|True|True|True|True|327|24|14|1 h e lw p t|1 h e lw p t
TO|True|True|True|True|154614|24|15|0 t uu|0 t uu
BRING|True|True|True|True|1202|24|16|1 b r i ng|1 b r i ng
ABOUT|True|True|True|True|9478|24|17|0 @ - 1 b ow t|0 @ - 1 b ow t
A|True|True|True|True|124956|24|18|1 ei|1 ei
IN|True|True|True|True|96089|24|20|1 i n|1 i n
THE|True|True|True|True|345973|24|21|0 dh @|0 dh @
GOVERNMENT'S|True|True|True|True|4|24|22|1 g uh - 0 v @ - 0 m @ n t s|1 g uh - 0 v @ - 0 m @ n t s
NEGATIVE|True|True|True|True|106|25|1|1 n e - 0 g @ t - 0 i v|1 n e - 0 g @ t - 0 i v
PUBLIC|True|True|True|True|986|25|2|1 p uh - 0 b l i k|1 p uh - 0 b l i k
REACTION|True|True|True|True|81|25|3|0 r iy - 1 a k - 0 sh n!|0 r iy - 1 a k - 0 sh n!
TO|True|True|True|True|154614|25|4|0 t uu|0 t uu
THE|True|True|True|True|345973|25|5|0 dh @|0 dh @
PROPOSED|True|True|True|True|238|25|6|0 p r @ - 1 p ou z d|0 p r @ - 1 p ou z d
NAME|True|True|True|True|2017|25|7|1 n ei m|1 n ei m
PROMPTED|True|True|True|True|62|25|8|1 p r o m p t - 0 i d|1 p r o m p t - 0 i d
A|True|True|True|True|124956|25|9|1 ei|1 ei
HE|True|True|True|True|75116|26|1|1 h ii|1 h ii
HAS|True|True|True|True|9031|26|2|1 h a z|1 h a z
TO|True|True|True|True|154614|26|3|0 t uu|0 t uu
HIS|True|True|True|True|52853|26|5|1 h i z|1 h i z
BEHAVIOR|True|True|True|True|73|26|6|0 b i - 1 h ei v - 0 y @|0 b i - 1 h ei v - 0 y @
THE|True|True|True|True|345973|27|1|0 dh @|0 dh @
THEFT|True|True|True|True|39|27|2|1 th e f t|1 th e f t
CAUSED|True|True|True|True|479|27|3|1 k oo z d|1 k oo z d
THE|True|True|True|True|345973|27|4|0 dh @|0 dh @
FAMILY|True|True|True|True|1277|27|5|1 f a - 0 m i - 0 l iy|1 f a - 0 m i - 0 l iy
TO|True|True|True|True|154614|27|6|0 t uu|0 t uu
THEIR|True|True|True|True|17242|27|8|1 dh eir|1 dh eir
SECURITY|True|True|True|True|164|27|9|0 s i - 1 k y ur r - 0 @ - 0 t iy|0 s i - 1 k y ur r - 0 @ - 0 t iy
ARRANGEMENTS|True|True|True|True|127|27|10|0 @ - 1 r ei n jh - 0 m @ n t s|0 @ - 1 r ei n jh - 0 m @ n t s
AND|True|True|True|True|195893|27|11|1 a n d|1 a n d
THIS|True|True|True|True|25557|27|12|1 dh i s|1 dh i s
LED|True|True|True|True|910|27|13|1 l e d|1 l e d
TO|True|True|True|True|154614|27|14|0 t uu|0 t uu
THE|True|True|True|True|345973|27|15|0 dh @|0 dh @
PAINTING|True|True|True|True|132|27|16|1 p ei n t - 0 i ng|1 p ei n t - 0 i ng
BEING|True|True|True|True|4732|27|17|1 b ii - 0 i ng|1 b ii - 0 i ng
OFFERED|True|True|True|True|485|27|18|1 o - 0 f @ d|1 o - 0 f @ d
ON|True|True|True|True|32846|27|19|1 o n|1 o n
LOAN|True|True|True|True|47|27|20|1 l ou n|1 l ou n
TO|True|True|True|True|154614|27|21|0 t uu|0 t uu
THE|True|True|True|True|345973|27|22|0 dh @|0 dh @
TATE|True|True|True|True|3|27|23|1 t ei t|1 t ei t
FROM|True|True|True|True|23311|28|1|1 f r o m|1 f r o m
THIS|True|True|True|True|25557|28|2|1 dh i s|1 dh i s
MOMENT|True|True|True|True|3014|28|3|1 m ou - 0 m @ n t|1 m ou - 0 m @ n t
ON|True|True|True|True|32846|28|4|1 o n|1 o n
SECRETS|True|True|True|True|108|28|5|1 s ii - 0 k r @ t s|1 s ii - 0 k r @ t s
LIES|True|True|True|True|416|28|6|1 l ai z|1 l ai z
AND|True|True|True|True|195893|28|7|1 a n d|1 a n d
FROM|True|True|True|True|23311|28|9|1 f r o m|1 f r o m
THE|True|True|True|True|345973|28|10|0 dh @|0 dh @
PAST|True|True|True|True|1108|28|11|1 p aa s t|1 p aa s t
COME|True|True|True|True|6524|28|12|1 k uh m|1 k uh m
TO|True|True|True|True|154614|28|13|0 t uu|0 t uu
LIGHT|True|True|True|True|2779|28|14|1 l ai t|1 l ai t
FORCING|True|True|True|True|37|28|15|1 f oo s - 0 i ng|1 f oo s - 0 i ng
THE|True|True|True|True|345973|28|16|0 dh @|0 dh @
TWO|True|True|True|True|8933|28|17|1 t uu|1 t uu
SISTERS|True|True|True|True|365|28|18|1 s i - 0 s t @ z|1 s i - 0 s t @ z
TO|True|True|True|True|154614|28|19|0 t uu|0 t uu
MANY|True|True|True|True|4811|28|21|1 m e - 0 n iy|1 m e - 0 n iy
PERSONAL|True|True|True|True|510|28|22|1 p @@r - 0 s n! - 0 @ lw|1 p @@r - 0 s n! - 0 @ lw
ASPECTS|True|True|True|True|44|28|23|1 a - 0 s p e k t s|1 a - 0 s p e k t s
OF|True|True|True|True|172137|28|24|1 o v|1 o v
THEIR|True|True|True|True|17242|28|25|1 dh eir|1 dh eir
LIVES|True|True|True|True|67|28|26|1 l ai v z|1 l ai v z
OVER|True|True|True|True|7854|29|1|1 ou - 0 v @|1 ou - 0 v @
AT|True|True|True|True|32269|29|2|1 a t|1 a t
DAN'S|True|True|True|True|3|29|4|1 d a n z|1 d a n z
EXTRA|True|True|True|True|102|29|5|1 e k - 0 s t r @|1 e k - 0 s t r @
HELPINGS|True|True|True|True|1|29|6|1 h e lw p - 0 i ng z|1 h e lw p - 0 i ng z
OF|True|True|True|True|172137|29|7|1 o v|1 o v
FOOD|True|True|True|True|895|29|8|1 f uu d|1 f uu d
CAUSED|True|True|True|True|479|29|9|1 k oo z d|1 k oo z d
CONFLICT|True|True|True|True|72|29|10|1 k o n - 0 f l i k t|1 k o n - 0 f l i k t
AMONG|True|True|True|True|2323|29|11|0 @ - 1 m uh ng|0 @ - 1 m uh ng
THE|True|True|True|True|345973|29|12|0 dh @|0 dh @
TRIBE|True|True|True|True|105|29|13|1 t r ai b|1 t r ai b
WHILE|True|True|True|True|4512|29|14|1 w ai lw|1 w ai lw
THE|True|True|True|True|345973|29|15|0 dh @|0 dh @
DWINDLING|True|True|True|True|8|29|16|1 d w i n - 0 d l! - 0 i ng|1 d w i n - 0 d l! - 0 i ng
FOOD|True|True|True|True|895|29|17|1 f uu d|1 f uu d
SUPPLIES|True|True|True|True|133|29|18|0 s @ - 1 p l ai z|0 s @ - 1 p l ai z
AT|True|True|True|True|32269|29|19|1 a t|1 a t
FANG|True|True|True|True|4|29|20|1 f a ng|1 f a ng
MADE|True|True|True|True|7393|29|21|1 m ei d|1 m ei d
THEM|True|True|True|True|16964|29|22|1 dh e m|1 dh e m
THEIR|True|True|True|True|17242|29|24|1 dh eir|1 dh eir
RATIONING|True|True|True|True|2|29|25|1 r a - 0 sh n! - 0 i ng|1 r a - 0 sh n! - 0 i ng
OF|True|True|True|True|172137|29|26|1 o v|1 o v
FOOD|True|True|True|True|895|29|27|1 f uu d|1 f uu d
THEY|True|True|True|True|28408|30|1|1 dh ei|1 dh ei
DECIDE|True|True|True|True|168|30|2|0 d i - 1 s ai d|0 d i - 1 s ai d
TO|True|True|True|True|154614|30|3|0 t uu|0 t uu
EMBARK|True|True|True|True|13|30|4|0 i m - 1 b aa k|0 i m - 1 b aa k
ON|True|True|True|True|32846|30|5|1 o n|1 o n
THEIR|True|True|True|True|17242|30|6|1 dh eir|1 dh eir
RELATIONSHIP|True|True|True|True|75|30|7|0 r i - 1 l ei - 0 sh n! - 2 sh i p|0 r i - 1 l ei - 0 sh n! - 2 sh i p
SLOWLY|True|True|True|True|883|30|8|1 s l ou - 0 l iy|1 s l ou - 0 l iy
BUT|True|True|True|True|38402|30|9|1 b uh t|1 b uh t
HIS|True|True|True|True|52853|30|10|1 h i z|1 h i z
INABILITY|True|True|True|True|39|30|11|2 i n - 0 @ - 1 b i l - 0 @ - 0 t iy|2 i n - 0 @ - 1 b i l - 0 @ - 0 t iy
TO|True|True|True|True|154614|30|12|0 t uu|0 t uu
TRUST|True|True|True|True|492|30|13|1 t r uh s t|1 t r uh s t
HER|True|True|True|True|40755|30|14|1 h @@r|1 h @@r
CAUSES|True|True|True|True|251|30|15|1 k oo z - 0 i z|1 k oo z - 0 i z
HER|True|True|True|True|40755|30|16|1 h @@r|1 h @@r
TO|True|True|True|True|154614|30|17|0 t uu|0 t uu
THE|True|True|True|True|345973|30|19|0 dh @|0 dh @
ROMANCE|True|True|True|True|110|30|20|0 r ou - 1 m a n s|0 r ou - 1 m a n s
AND|True|True|True|True|195893|30|21|1 a n d|1 a n d
SHE|True|True|True|True|36842|30|22|1 sh ii|1 sh ii
BREAKS|True|True|True|True|85|30|23|1 b r ei k s|1 b r ei k s
UP|True|True|True|True|13383|30|24|1 uh p|1 uh p
WITH|True|True|True|True|46126|30|25|1 w i dh|1 w i dh
WITHIN|True|True|True|True|1669|30|27|3 w i dh - 1 i n|3 w i dh - 1 i n
LESS|True|True|True|True|1882|30|28|1 l e s|1 l e s
THAN|True|True|True|True|9439|30|29|1 dh a n|1 dh a n
A|True|True|True|True|124956|30|30|1 ei|1 ei
WEEK|True|True|True|True|681|30|31|1 w ii k|1 w ii k
IN|True|True|True|True|96089|31|1|1 i n|1 i n
NOVEMBER|True|True|True|True|156|31|2|0 n ou - 1 v e m - 0 b @|0 n ou - 1 v e m - 0 b @
TWENTY|True|True|True|True|2414|31|3|1 t w e n - 0 t iy|1 t w e n - 0 t iy
TWENTY|True|True|True|True|2414|31|4|1 t w e n - 0 t iy|1 t w e n - 0 t iy
AN|True|True|True|True|16747|31|5|1 a n|1 a n
WHICH|True|True|True|True|25396|31|7|1 w i ch|1 w i ch
INCLUDED|True|True|True|True|146|31|8|0 i n - 1 k l uu d - 0 i d|0 i n - 1 k l uu d - 0 i d
A|True|True|True|True|124956|31|9|1 ei|1 ei
NEW|True|True|True|True|3560|31|10|1 n y uu|1 n y uu
TOURIST|True|True|True|True|27|31|11|1 t ur r - 0 i s t|1 t ur r - 0 i s t
RECEPTION|True|True|True|True|112|31|12|0 r i - 1 s e p - 0 sh n!|0 r i - 1 s e p - 0 sh n!
AREA|True|True|True|True|165|31|13|1 eir - 0 r iy @|1 eir - 0 r iy @
A|True|True|True|True|124956|31|14|1 ei|1 ei
MODERN|True|True|True|True|367|31|15|1 m o - 0 d n!|1 m o - 0 d n!
SEVEN|True|True|True|True|1269|31|16|1 s e - 0 v n!|1 s e - 0 v n!
SEATER|True|True|True|True|1|31|17|1 s ii t - 0 @|1 s ii t - 0 @
WASHROOM|True|True|True|True|2|31|18|1 w o sh - 3 r uu m|1 w o sh - 3 r uu m
THREE|True|True|True|True|4573|31|19|1 th r ii|1 th r ii
THREE|True|True|True|True|4573|31|20|1 th r ii|1 th r ii
PAVILIONS|True|True|True|True|5|31|21|0 p @ - 1 v i - 0 l iy @ n z|0 p @ - 1 v i - 0 l iy @ n z
FOR|True|True|True|True|44394|31|22|0 f @|0 f @
VISITORS|True|True|True|True|162|31|23|1 v i - 0 z i t - 0 @ z|1 v i - 0 z i t - 0 @ z
A|True|True|True|True|124956|31|24|1 ei|1 ei
FENCE|True|True|True|True|156|31|25|1 f e n s|1 f e n s
OF|True|True|True|True|172137|31|26|1 o v|1 o v
WIRE|True|True|True|True|130|31|27|1 w ai @|1 w ai @
MESH|True|True|True|True|8|31|28|1 m e sh|1 m e sh
AND|True|True|True|True|195893|31|29|1 a n d|1 a n d
BAMBOO|True|True|True|True|23|31|30|0 b a m - 1 b uu|0 b a m - 1 b uu
AROUND|True|True|True|True|1723|31|31|0 @ - 1 r ow n d|0 @ - 1 r ow n d
THE|True|True|True|True|345973|31|32|0 dh @|0 dh @
SITE|True|True|True|True|74|31|33|1 s ai t|1 s ai t
PAINTING|True|True|True|True|132|31|34|1 p ei n t - 0 i ng|1 p ei n t - 0 i ng
OF|True|True|True|True|172137|31|35|1 o v|1 o v
THE|True|True|True|True|345973|31|36|0 dh ii|0 dh ii
EDIFICES|True|True|True|True|8|31|37|1 e - 0 d i - 0 f i s - 0 i z|1 e - 0 d i - 0 f i s - 0 i z
AND|True|True|True|True|195893|31|38|1 a n d|1 a n d
STRUCTURES|True|True|True|True|29|31|39|1 s t r uh k - 0 ch @ z|1 s t r uh k - 0 ch @ z
A|True|True|True|True|124956|31|40|1 ei|1 ei
CAR|True|True|True|True|353|31|41|1 k aa|1 k aa
PARK|True|True|True|True|195|31|42|1 p aa k|1 p aa k
AND|True|True|True|True|195893|31|43|1 a n d|1 a n d
PAVED|True|True|True|True|43|31|44|1 p ei v d|1 p ei v d
GROUNDS|True|True|True|True|165|31|45|1 g r ow n d z|1 g r ow n d z
WAS|True|True|True|True|69893|31|46|1 w o z|1 w o z
COMMISSIONED|True|True|True|True|15|31|47|0 k @ - 1 m i - 0 sh n! d|0 k @ - 1 m i - 0 sh n! d
ALONG|True|True|True|True|1993|32|1|0 @ - 1 l o ng|0 @ - 1 l o ng
WITH|True|True|True|True|46126|32|2|1 w i dh|1 w i dh
THIS|True|True|True|True|25557|32|3|1 dh i s|1 dh i s
PROJECT|True|True|True|True|83|32|4|1 p r o - 0 jh e k t|1 p r o - 0 jh e k t
THE|True|True|True|True|345973|32|5|0 dh @|0 dh @
LOS|True|True|True|True|18|32|6|1 l o s|1 l o s
ANGELES|True|True|True|True|13|32|7|1 a n - 0 jh @ - 0 l ii z|1 a n - 0 jh @ - 0 l ii z
DEPARTMENT|True|True|True|True|150|32|8|0 d i - 1 p aa t - 0 m @ n t|0 d i - 1 p aa t - 0 m @ n t
OF|True|True|True|True|172137|32|9|1 o v|1 o v
WATER|True|True|True|True|3067|32|10|1 w oo - 0 t @|1 w oo - 0 t @
AND|True|True|True|True|195893|32|11|1 a n d|1 a n d
POWER|True|True|True|True|1975|32|12|1 p ow @|1 p ow @
ALSO|True|True|True|True|3286|32|13|1 oo lw - 0 s ou|1 oo lw - 0 s ou
UNDERTOOK|True|True|True|True|45|32|14|2 uh n - 0 d @ - 1 t u k|2 uh n - 0 d @ - 1 t u k
AN|True|True|True|True|16747|32|15|1 a n|1 a n
OF|True|True|True|True|172137|32|17|1 o v|1 o v
THE|True|True|True|True|345973|32|18|0 dh @|0 dh @
SECURITY|True|True|True|True|164|32|19|0 s i - 1 k y ur r - 0 @ - 0 t iy|0 s i - 1 k y ur r - 0 @ - 0 t iy
AND|True|True|True|True|195893|32|20|1 a n d|1 a n d
SAFETY|True|True|True|True|304|32|21|1 s ei f - 0 t iy|1 s ei f - 0 t iy
OF|True|True|True|True|172137|32|22|1 o v|1 o v
THE|True|True|True|True|345973|32|23|0 dh @|0 dh @
CITY'S|True|True|True|True|17|32|24|1 s i - 0 t iy z|1 s i - 0 t iy z
WATER|True|True|True|True|3067|32|25|1 w oo - 0 t @|1 w oo - 0 t @
SYSTEM|True|True|True|True|547|32|26|1 s i - 0 s t @ m|1 s i - 0 s t @ m
AT|True|True|True|True|32269|32|27|1 a t|1 a t
A|True|True|True|True|124956|32|28|1 ei|1 ei
COST|True|True|True|True|317|32|29|1 k o s t|1 k o s t
OF|True|True|True|True|172137|32|30|1 o v|1 o v
ONE|True|True|True|True|22664|32|31|1 w uh n|1 w uh n
HUNDRED|True|True|True|True|2620|32|32|1 h uh n - 0 d r @ d|1 h uh n - 0 d r @ d
THIRTY|True|True|True|True|1032|32|33|1 th @@r - 0 t iy|1 th @@r - 0 t iy
TWO|True|True|True|True|8933|32|34|1 t uu|1 t uu
MILLION|True|True|True|True|322|32|35|1 m i - 0 l iy @ n|1 m i - 0 l iy @ n
DOLLARS|True|True|True|True|568|32|36|1 d o - 0 l @ z|1 d o - 0 l @ z
SPENT|True|True|True|True|481|32|37|1 s p e n t|1 s p e n t
OVER|True|True|True|True|7854|32|38|1 ou - 0 v @|1 ou - 0 v @
A|True|True|True|True|124956|32|39|1 ei|1 ei
FIVE|True|True|True|True|2401|32|40|1 f ai v|1 f ai v
YEAR|True|True|True|True|1405|32|41|1 y i@|1 y i@
PERIOD|True|True|True|True|467|32|42|1 p i@ - 0 r iy @ d|1 p i@ - 0 r iy @ d
AFTER|True|True|True|True|7499|33|1|1 aa f - 0 t @|1 aa f - 0 t @
THE|True|True|True|True|345973|33|2|0 dh ii|0 dh ii
OF|True|True|True|True|172137|33|4|1 o v|1 o v
THE|True|True|True|True|345973|33|5|0 dh @|0 dh @
WATER|True|True|True|True|3067|33|6|1 w oo - 0 t @|1 w oo - 0 t @
TREATMENT|True|True|True|True|202|33|7|1 t r ii t - 0 m @ n t|1 t r ii t - 0 m @ n t
AND|True|True|True|True|195893|33|8|1 a n d|1 a n d
SUPPLY|True|True|True|True|277|33|9|0 s @ - 1 p l ai|0 s @ - 1 p l ai
FACILITY|True|True|True|True|62|33|10|0 f @ - 1 s i - 0 l @ - 0 t iy|0 f @ - 1 s i - 0 l @ - 0 t iy
THE|True|True|True|True|345973|33|11|0 dh @|0 dh @
LOWER|True|True|True|True|540|33|12|1 l ou @|1 l ou @
STONE|True|True|True|True|859|33|13|1 s t ou n|1 s t ou n
RESERVOIR|True|True|True|True|11|33|14|1 r e - 0 z @ v - 0 w aa|1 r e - 0 z @ v - 0 w aa
IS|True|True|True|True|43616|33|15|1 i z|1 i z
NOT|True|True|True|True|37604|33|16|1 n o t|1 n o t
IN|True|True|True|True|96089|33|17|1 i n|1 i n
USE|True|True|True|True|185|33|18|1 y uu s|1 y uu s
EXCEPT|True|True|True|True|968|33|19|0 i k - 1 s e p t|0 i k - 1 s e p t
IN|True|True|True|True|96089|33|20|1 i n|1 i n
EMERGENCY|True|True|True|True|60|33|21|0 i - 1 m @@r - 0 jh @ n - 0 s iy|0 i - 1 m @@r - 0 jh @ n - 0 s iy
SITUATIONS|True|True|True|True|56|33|22|2 s i - 0 ch uw - 1 ei - 0 sh n! z|2 s i - 0 ch uw - 1 ei - 0 sh n! z
IN|True|True|True|True|96089|34|1|1 i n|1 i n
NINETEEN|True|True|True|True|951|34|2|0 n ai n - 1 t ii n|0 n ai n - 1 t ii n
EIGHTY|True|True|True|True|478|34|3|1 ei - 0 t iy|1 ei - 0 t iy
THREE|True|True|True|True|4573|34|4|1 th r ii|1 th r ii
THE|True|True|True|True|345973|34|5|0 dh @|0 dh @
FED|True|True|True|True|186|34|6|1 f e d|1 f e d
MADE|True|True|True|True|7393|34|7|1 m ei d|1 m ei d
A|True|True|True|True|124956|34|8|1 ei|1 ei
MAJOR|True|True|True|True|322|34|9|1 m ei - 0 jh @|1 m ei - 0 jh @
OF|True|True|True|True|172137|34|11|1 o v|1 o v
THE|True|True|True|True|345973|34|12|0 dh ii|0 dh ii
AUTOMATED|True|True|True|True|3|34|13|1 oo - 0 t @ - 2 m ei t - 0 i d|1 oo - 0 t @ - 2 m ei t - 0 i d
SYSTEM|True|True|True|True|547|34|14|1 s i - 0 s t @ m|1 s i - 0 s t @ m
IT|True|True|True|True|67151|34|15|1 i t|1 i t
USES|True|True|True|True|97|34|16|1 y uu z - 0 i z|1 y uu z - 0 i z
TO|True|True|True|True|154614|34|17|0 t uu|0 t uu
SUPPORT|True|True|True|True|402|34|18|0 s @ - 1 p oo t|0 s @ - 1 p oo t
SEVENTY|True|True|True|True|528|36|1|1 s e - 0 v n! - 0 t iy|1 s e - 0 v n! - 0 t iy
PERCENT|True|True|True|True|122|36|2|0 p @ - 1 s e n t|0 p @ - 1 s e n t
OF|True|True|True|True|172137|36|3|1 o v|1 o v
RESIDENTS|True|True|True|True|20|36|4|1 r e - 0 z i - 0 d @ n t s|1 r e - 0 z i - 0 d @ n t s
VOTED|True|True|True|True|64|36|5|1 v ou t - 0 i d|1 v ou t - 0 i d
TO|True|True|True|True|154614|36|6|0 t uu|0 t uu
THE|True|True|True|True|345973|36|8|0 dh @|0 dh @
COMMUNITY|True|True|True|True|228|36|9|0 k @ - 1 m y uu n - 0 @ - 0 t iy|0 k @ - 1 m y uu n - 0 @ - 0 t iy
COUNCIL|True|True|True|True|260|36|10|1 k ow n - 0 s l!|1 k ow n - 0 s l!
A|True|True|True|True|124956|37|1|1 ei|1 ei
PROPOSAL|True|True|True|True|118|37|2|0 p r @ - 1 p ou z - 0 l!|0 p r @ - 1 p ou z - 0 l!
TO|True|True|True|True|154614|37|3|0 t uu|0 t uu
TO|True|True|True|True|154614|37|5|0 t uu|0 t uu
CANADA|True|True|True|True|79|37|7|1 k a - 0 n @ - 0 d @|1 k a - 0 n @ - 0 d @
HIGHWAY|True|True|True|True|72|37|8|1 h ai - 3 w ei|1 h ai - 3 w ei
STANDARDS|True|True|True|True|52|37|9|1 s t a n - 0 d @ d z|1 s t a n - 0 d @ d z
A|True|True|True|True|124956|37|10|1 ei|1 ei
DECADE|True|True|True|True|11|37|11|1 d e - 0 k ei d|1 d e - 0 k ei d
LATER|True|True|True|True|1052|37|12|1 l ei t - 0 @|1 l ei t - 0 @
DETERMINED|True|True|True|True|597|37|13|0 d i - 1 t @@r - 0 m i n d|0 d i - 1 t @@r - 0 m i n d
THAT|True|True|True|True|73150|37|14|1 dh a t|1 dh a t
THE|True|True|True|True|345973|37|15|0 dh @|0 dh @
ROUTE|True|True|True|True|118|37|17|1 r uu t|1 r uu t
WOULD|True|True|True|True|16560|37|18|1 w u d|1 w u d
BE|True|True|True|True|33786|37|19|1 b ii|1 b ii
CHEAPER|True|True|True|True|20|37|20|1 ch ii p - 0 @|1 ch ii p - 0 @
AND|True|True|True|True|195893|37|21|1 a n d|1 a n d
NOT|True|True|True|True|37604|37|22|1 n o t|1 n o t
CONFLICT|False|False|False|True|72|37|23|1 k o n - 0 f l i k t|0 k @ n - 1 f l i k t
WITH|True|True|True|True|46126|37|24|1 w i dh|1 w i dh
THE|True|True|True|True|345973|37|25|0 dh @|0 dh @
COLUMBIA|True|True|True|True|59|37|26|0 k @ - 1 l uh m - 0 b iy @|0 k @ - 1 l uh m - 0 b iy @
RIVER|True|True|True|True|1118|37|27|1 r i - 0 v @|1 r i - 0 v @
HYDRO|True|True|True|True|1|37|28|1 h ai - 0 d r ou|1 h ai - 0 d r ou
ELECTRIC|True|True|True|True|173|37|29|0 i - 1 l e k - 0 t r i k|0 i - 1 l e k - 0 t r i k
POTENTIAL|True|True|True|True|30|37|30|0 p @ - 1 t e n - 0 sh l!|0 p @ - 1 t e n - 0 sh l!
HIS|True|True|True|True|52853|38|1|1 h i z|1 h i z
FIRST|True|True|True|True|6404|38|2|1 f @@r s t|1 f @@r s t
GOAL|True|True|True|True|77|38|3|1 g ou lw|1 g ou lw
WAS|True|True|True|True|69893|38|4|1 w o z|1 w o z
TO|True|True|True|True|154614|38|5|0 t uu|0 t uu
EXPAND|True|True|True|True|24|38|6|0 i k - 1 s p a n d|0 i k - 1 s p a n d
AND|True|True|True|True|195893|38|7|1 a n d|1 a n d
EVEN|True|True|True|True|5425|38|9|1 ii - 0 v n!|1 ii - 0 v n!
MORE|True|True|True|True|12169|38|10|1 m oo|1 m oo
AS|True|True|True|True|46451|39|1|1 a z|1 a z
PART|True|True|True|True|2793|39|2|1 p aa t|1 p aa t
OF|True|True|True|True|172137|39|3|1 o v|1 o v
THE|True|True|True|True|345973|39|4|0 dh @|0 dh @
CONSTRUCTION|True|True|True|True|111|39|5|0 k @ n - 1 s t r uh k - 0 sh n!|0 k @ n - 1 s t r uh k - 0 sh n!
OF|True|True|True|True|172137|39|6|1 o v|1 o v
THE|True|True|True|True|345973|39|7|0 dh @|0 dh @
BASEL|True|True|True|True|1|39|8|1 b aa - 0 z l!|1 b aa - 0 z l!
HIGH|True|True|True|True|1988|39|9|1 h ai|1 h ai
SPEED|True|True|True|True|338|39|10|1 s p ii d|1 s p ii d
RAILWAY|True|True|True|True|138|39|11|1 r ei lw - 3 w ei|1 r ei lw - 3 w ei
IT|True|True|True|True|67151|39|12|1 i t|1 i t
WAS|True|True|True|True|69893|39|13|1 w o z|1 w o z
PLANNED|True|True|True|True|123|39|14|1 p l a n d|1 p l a n d
IN|True|True|True|True|96089|39|15|1 i n|1 i n
NINETEEN|True|True|True|True|951|39|16|0 n ai n - 1 t ii n|0 n ai n - 1 t ii n
NINETY|True|True|True|True|469|39|17|1 n ai n - 0 t iy|1 n ai n - 0 t iy
TO|True|True|True|True|154614|39|18|0 t uu|0 t uu
THE|True|True|True|True|345973|39|20|0 dh @|0 dh @
RAILWAY|True|True|True|True|138|39|21|1 r ei lw - 3 w ei|1 r ei lw - 3 w ei
BETWEEN|True|True|True|True|2607|39|22|0 b i - 1 t w ii n|0 b i - 1 t w ii n
AND|True|True|True|True|195893|39|24|1 a n d|1 a n d
FOR|True|True|True|True|44394|39|26|0 f @|0 f @
